1552 <p>	1556 spa	0.3	sentences-lemmatized_1552
polas seguinte illaçones decrara	receptar ibi distinción confessarlo	0.270968	sentences-lemmatized_1552
	conciliar expresar muda especie pecado fuerte razón entender obrar malo mortal	-0.3	sentences-lemmatized_1552
	unir obra respectar mortal especie della mudar ilacion	-0.3	sentences-lemmatized_1552
	ca razón movio a el convilio confesor juez sencenciar casar penitente manifestar circunstancia muda especie pecado razón militar circunstancia distinción quare ídem iuris deber omnibus ~~~ illud ~~~ ff leg aquil	-0.3	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
primeyra haver confessar circunstancias quãdo pecado fex	confesar circunstancia cometer pecado lunes martes enel prado viña manar derecha yzquierda	0.507692	sentences-lemmatized_1552
aa feirar aa terço campo vir columna mão direyta columna esquerdo per cousa acima mortal especie mortal respeito	po resta cosa suso mortal especie mortal respectar mortal	0.912	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
furtar cousa sagrar sagrar cumprir furtar confessar furtar sagrar cousa sagrar sagrar circunstancia pecado mortal hũa especie hũ respeyto selar dovira especialmente defendido ley diverso defender furto	pecar confianza confesar alcanzar pardon perdón confesar necessariamente perque circunstancia agravar aliuvia apuntar cardenal caietan	0.349795	sentences-lemmatized_1552
nenhũa cousa sagrar p pdf sagrar furtar	sec cuestión artículo quicquid dicat bonaventura apologia	0.137143	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
	a el hurtar cosa sagrado sagrado bastar hurtar necesario confesar hurtar sagrado cosa sagrado	-0.3	sentences-lemmatized_1552
	ca circunstancia pecado mortal unir especie número respectar respectar especialmente vedar ley diverso veda hurtar convenir cosa sagrado sagrado hurtar f quisquis cuestión	-0.3	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
homicidio fornicaçao cometido sagrar po restar circũstãcia fazen mortaes specie respeito specialmente defendido ley humano proposuisti distinción confesión cecie eccesiis consagrar distinción	mesmo homicidio fornication sagrado 33 pdf ~~~ po resta circunstancia especie respectar mortal vedar ley especial humanar cap proposuisti consecuencia ecclesia capítulo ecclesiis consecuencia distinción	0.277492	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
conhecer carnalmente molher casar parenta religioso satisfazer confessar tuve con molher decrarar con casar religioso parenta non caso adulterio corporal sacrilegio adulterio spiritual incesto conseguinte mortal hũa specie hũ respecto mortal specie respecto	iiii echar mujer casado religioso pariente satisfacer confesar mujer declarar casado religioso pariente ~~~ ca enel casar adulterio corporal enel sacrilegio adulterio espiritual enel incesto consiguiente mortal unir especie	0.470956	sentences-lemmatized_1552
propos furtar parir hũa religioso con casar confessar furto adulterio sacrilegio cousa sejão hũ auto soer interior vontade san poren pecado mortal respectos diverso repugna aa rezão leys diverso speciaes estaa veadado	u proponer hurtar unir religioso casado confesar hurtar sacrilegio adulterio cosa acto interior voluntad empero diverso pecado mortal repugnar razón ley diverso especial vedar	1.30792	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
iiii circunstancia defendido ley special diverso vedar auto principal dever confessar contro circunstancia furtar parir fornicar matar ferir	v circunstancia vedar ley especial diverso veda acto principal confesar circunstancia hurta fornicar matar herir	1.91174	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
mentir pera prazer dãno doutro mintira jocoso pecado venial tençao deixar posto mortal obrigar confessar aquella circunstancia con ella mortal ella	vi mentar placer dañar mentira iocosa pecado venial intención dexaria mortal obligado confesar quella circunstancia mortal	1.30428	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
nenhũ obrigar confessar circunstancias alivião pecado assi peccou hũa molher ella provocar obrigar confessar ella provocar diminue pecado significavit penitencia re quo hoc dixit sing	vii obligado confesar circunstancia aliviar pecado pecar unir mujer provocar obligado confesar provocar diminuir pecado b petrus ~~~ significavit pena remis ~~~ hoc fing	0.102369	sentences-lemmatized_1552
felinus ea	feli dilecti	0.24	sentences-lemmatized_1552
dilecti excepción columna ante penui	excepción columna antepe	1.675	sentences-lemmatized_1552
l si adulterium	adulterium incestu imperatores ~~~ ff	0.214286	sentences-lemmatized_1552
c3 incestu imperatores il iulius adulto quam hoc aiebat ing ia fon l vt vir	iuliam adulte ~~~ quem hoc aiebat ~~~ iason ~~~ ut vim	-0.0321429	sentences-lemmatized_1552
justicia derecho columna z aptissimus tamen perpesitum tex distinción consideret verbo tentatione dever calar comũ seguir	ff iusti derecho columna aptissimus tum propositum tex ~~~ distinción consideret verbo tentatione	0.908108	sentences-lemmatized_1552
príncipe distinción consideret p 43 pdf dever peccador escuso confissam accusarse posto milhor parecer contrariar caso casar sufficientemente accusa lançar si culpar ten tirar poer	commun seguir alibi f príncipe distinción consideret ~~~ número callar deber excusar penitente enla confesión ~~~ agora empero parecer contrario ley razón efficazemente prueve distinción ergo nec asserendum ~~~ trans ~~~ praela ~~~ legat ~~~ cuestión callar bastantemente acusar echar culpa quitar ~~~ obligado confesar ~~~ s bona	-0.183844	sentences-lemmatized_1552
pôr confessalas bonaventura distinción distinción comũ ally seguir aliutão mortal pecado soomente venial circunstancia grave fermida aliuia comer carne coresma confessor lho pregunta temer polas callar tomar confessor occasion algũ arg nialn praescriptio	distinción ~~~ comun ali f distinción príncipe seguir aliviar mortal pecado venial circunstancia gravar enfermedad aliviar a el comer carne cuaresma ~~~ pregunta confesor temer callar tomar ocasión mal g arc ~~~ nihil praescript	0.122156	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
posto cousa louuar confessar circumstancia agravão pecado fazendoo pequeno mayor poren openião commũa provavel necessario aquelle acreentamento causar venial mortal specie respecto copiosamente allegamos provar distinción consideret apartandonos parecer marsilio g libro cuestión artículo col4 limitar commũ ovvesse circunstancia muy crara notavelmente acrecenta pecado polas muytas efficaces consideraçones alli distinción príncipe página naz	viii loable cosa confesar circunstancia agravar pecado haziendolo pequeño grande grande opinión común probable necesario argumentar causar venial mortal especie respectar copiosamente probar alibi h f distinción príncipe número página 36 satis declaratur nunc pro concilio trento	0.986748	sentences-lemmatized_1552
escrever	sesión sub iulius	0.0333333	sentences-lemmatized_1552
	capítulo canon à contrario sensu apartandonos marsilio libro cuestión artículo corolario limitava común circunstancia clara 34 pdf norablemente augmenta pecado solidar consideración escribir	-0.3	sentences-lemmatized_1552
	parecenos empero davan limitar enla augmenta pecado reservado almenos constitución synodal reserva hurto daño ciertta cantidad cima añadir absolución restitucion	-0.3	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
poren comũ quãdo constituçones synodaes aquelle argumento pecado causar reservar restituoção doutra maneiro annexa excomunhão excomunhã ãnexa papal excomunhão ferir pequeno clerico bispo g pervenit defent ~~~ exco	enla annexa descomunion descomunion annexa papal descomunion herida ligero clérigo obispal pervenit setentia exco ~~~ uve texto singular grande papal b querer suadente	0.0220588	sentences-lemmatized_1552
ubi rex tus singularis grãde papa h si qs suar dente cuestión	cuestión	0.51	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
preguntado polo confessor calar sen causar ponendose en perigo dalgũ inconveniente p 44 pdf sylvestre verbo confessio cuestión k joam friburgo autor summa confessorum elle allega k libro t cuestión distar tracta l libro título cuestión 81	pregunta confesor callar peligrar inconveniente espiritual silves f verbo contessio ~~~ ioan friburgo autor summa confessorum allegar f libro ~~~ 33 cuestión niaun desto f libro 34 cuestión 81	0.166292	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
circunstancia festa confessar necessariamente mortal ella ne specie ne respeyto obrar servil defendido festa pecado tho	circunstancia fiesta confesar necessariamente mal especie respectar obra servil vedar fiesta pecado s tho	1.66129	sentences-lemmatized_1552
m distinción artículo cuestión z	f sentencia distinción 37 artículo cuestión	1.70625	sentences-lemmatized_1552
	ilagion alibi g f distinción consideret	-0.3	sentences-lemmatized_1552
illaçã muytos fundamento confirmar parten distinción considerar	usque 40 fundamento confirmar responder contrario seguir a el cardenal caieta h sec cuestión	0.951639	sentences-lemmatized_1552
	sec cuestión 122 artículo quodl suma verbo festos a el resoluto sylvestro f verbo cincunstantia	-0.3	sentences-lemmatized_1552
	cuestión verbo dies dominico	-0.3	sentences-lemmatized_1552
	cuestión	-0.3	sentences-lemmatized_1552
	aurea rosa	-0.3	sentences-lemmatized_1552
usque responder contraytos seguir nisso cardenal caietano cuestión z cuestión iz artículo quod sumir verbo dies festo muytas resoluto sylvestre p verbo circunstantia verbo dies dnica cuestión rosa aurea cas 63 ubi testat doctissimos quos ordinis dominicani convenisse haec opinione suscepisse jacopo almayno cuestión distinción columna z4 posto openião commũ caso guardar ally r ubi suprir	casu ~~~ 63 uve testatur doctissimos quosque orden dominicani convenisse hanc opinione suscepisse iacobo almayno k distinción columna	1.36296	sentences-lemmatized_1552
pecado obrar manual vedar naquelle tençao quebrantar festa	comun opinión do caso guardar uve supra 40 convenir pecado obra manual verdada peca mortalmente intención propósito quebrantar fiesta	1.25975	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
circunstancia jejum oração confessar necessariamente pecar propósito quebrantar cousa provar distinción consideret verso	circunstancia ayunar oración confesar necessariamente finar peca propósito quebrantar cosa probar alibi distinción consideret número verbo primum	1.95853	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
circunstãcia sagrar posto accidentalmente agravar pecado pôr confessar necessariamente salvo obrar pecado dereytamente suar sanctidade suar immunidade modo derramamendo sangue semente humano quãdo forçosamente tirão delle ally acolher pecado si mortal hũ respeyto mortal arg ecclesiis consagrar distinción proposuisti conseer eccle	xi circunstancia sagrado accidentalmente agravar pecado confesar necessariamente obra pecado directamente contrario sanctidad immunidad derramiento humanar sangrar simiente faca forzoso acoger	0.763321	sentences-lemmatized_1552
eod título libro pecado po venial si po restar circunstancia mortal copular ãtre marido molher causar justo p 45 pdf avida nelle seriar mortal ferir	pecado mortal respectar mortal argumento ecclesiis concesión distinción capítulo proposuit consagrar ecclesia título libro pecado venial mortal copular entrar maridar mujer causa justa feria	1.0337	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
xi precedente secar aquelles igreja cometer pecado soberbo perjuro gula haver confessar necessidade circunstancia sagrar estãdo nelle desejã matar ferir fornicar tãto desejar cmeter ppoer obrar nelle desejar evessem sagrar ferião obrigar confessar circumstancia sacrilegio nisso cometer aly t ubi suprir zi	xii deste precedente seguir iglesia columna meter pecado soberbia perjjuro gula confesar necesidad circunstancia sagrado sagrado dessan matar herir fornicar sesseen cometer obra enel ca desear 35 pdf estuviiessen sagrado obligado confesar circunstancia sacrilegio enello cometer alibia	1.30232	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
posto circunstancia propria pessoa algũas vezar acrecenta pecado cousa yguaes assi ten dignidade pecar aquelle temu u	xiii circunstancia persona acrecentar pecado caeteris paribus dignidad peca b capítulo homo 40 distinción perlado subdito praecipue	0.922977	sentences-lemmatized_1552
distinción prelado subdito preciput cuestión sabedor ignorante y sicud distinción isgnu homicidio amo ignorantia y penult	ii cuestión sabio ignorante distinción comer dignum homic ama ignorancia pen ~~~ 37 distinción pecar libremente pecaria malo	0.28587	sentences-lemmatized_1552
distinción pecar livremente pecar boo mao melhor boo pôr provetioso confesso restar circunstancia poren necessario comũmente venial mortal ne mortal hũa specie mortal ne mortal hũ respeito mortal	provechoso confeso resta circunstancia necesasrio comunmente comunmente venial mortal mortal unir especie mortal outra mortal respectar mortal	1.35564	sentences-lemmatized_1552
sy quãdo seriar peccasse voto votar ~~~ religioso fornicar necessario seriar confessar circũstancia pessoa entã passar sacrilegio adulterio spiritual huã cousa quãdo religioso blasfemo pecado uã voto regrar prometido despois caietano z sec cuestión artículo ubi suprir 50	feria pecar votar estado votar peca religioso fornicar confesar unir cosa empero religioso blasphemasse hizesse pecado voto regla professada caietano f sec cuestión artículo alibi g f distinción príncipe número 50	0.921627	sentences-lemmatized_1552
circunstancia religião comũmente p 46 pdf mortal mortal specie si doutra	circunstancia religión comunmente mortal especie quesuyo	1.51779	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
circunstãcia peccar suar consciencia entam necessaria obrar nenhũa ley pecado foy feyta suar consciencia erronea entam hũa cousa vezar novamente decraramos ubi suprir 52 ed seq	xiiii confesión circunstancia precar consciencia soamente necesario obra ley pecado consciencia erronea ~~~ unir cosa nuevemente declarar h f uve supra número 58 65	0.479583	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
xiiii peccados corcunstancia addição acrecentamento pecado pecado	xv número pecado circunstancia addicion pecado pecado frequentacion circunstancia constituir pecado	0.909677	sentences-lemmatized_1552
frequencia constuve pecado acercar partec ubi suprir abastar pequey muytas vezar pecado dição muytas vezar tãto verificar eous en distinción monasteria vita hon geor	acerca alibi f consideret ~~~ número 41 primeramente bastar pecar pecado diction verificar diez do ciento k glosa monasteria	0.184337	sentences-lemmatized_1552
prunei clement	vida honestar	0.276923	sentences-lemmatized_1552
saepe verbo signifi arcediago imitar cuestión príncipe distinción consideret si querer reprovar ango verbo confessio z3 poren reprovouho cardenal alexandrino g eod imitar	clérigo gregorios príncipe clemen ~~~ saepe verbo sign arcidiano imitare cuestión príncipe distinción consideret querer reprovar ange ~~~ verbo confessio ~~~ empero reprovou razón cardenal alexandrinus ~~~ imitare	0.161538	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
dissemos tamben peccador dever decrarar certo vezar	ii pecador exprimir número dizendo número echar contar semana a el mes pecar número verisimil	0.0586957	sentences-lemmatized_1552
conto certo lançar vezar somana mes peccou conto certo parecer verissimel peccaria mortalmente vergnoha hypocresia calar cousa vezar ihe lembrar nenhũa causar valer confissão suar lato culpar lembrar aver cuydado nenhũa cousa peccados	ca pecaria mortalmente vergüenza hypocrisia callar número acordar lata culpa deja acordarse pensar enello confesión valer	0.564866	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
dissemos tamben abastar algũ decrarar sufficientenente molher pubrica espaço dex annos perseverar naquelle pecado fornicação tam aparelhar p pdf pera clerigos religioso casar pera solteiro despois convertido confessar disesse perseverar propósito sobredito despois caietano h cuestión considerar tell per quo ponderar texto singularem distinción consideret ibi quandum perseveraverit deffleat quod perseveranter peccavit concluymos h distinción considerar ponderar hiho texto pera singular ~~~ acrecentamos aquelle deixar espaço hũ anno rezar compriria deixey rezar hum anno	iii bastaria número declarar bastantemente estado mujer publicar diez 36 pdf año estado aparejar fornicar clérigo religioso virgen lego suelto casado convertir confesar aparejar torpe cosa cardenal caiet ~~~ cuestión confessio concluir alibi b distinción consideret ibi quantum perseveraverit defleat perseveranter pecavit ponderar testar singular añadir aquien dejar rezar año bastava dexe razar año	0.0262599	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
dissemos acrecenta peccados todalas vezar pecado vontade peccar interpolar iterar joam andr regu	iiii ~~~ augmenta número pecado pecado voluntad pecar enterrompida iterar ioan and regla delictum columna penúltimo regla iuris libro mercurial	0.259664	sentences-lemmatized_1552
delictum ~~~ columna pen	llanamente proceder pecado interior alma consumar odiar herejía	-0.264286	sentences-lemmatized_1552
regla derecho mercuriali obrar exterior interromper acontecer algum vay matar caminhar orar cuydando nisso orar naquillo pecar naquillo soer hum pecado caietano k libro respond	empero consumar obra exterior ca iterarse seacabe obra exterior interrompa acontecer matar caminnado orapiensa enello a el	0.504361	sentences-lemmatized_1552
respuesta aly seguir l distinción consideret pa	ca peca pecado gravar cardenal distinción caiet	0.675	sentences-lemmatized_1552
ponderar hũ texto m cum pro causar senten		-0.3	sentences-lemmatized_1552
exco ~~~ pera muy conveniente inferir aquella conclusam multiplicarse pecado vezar iterar entender pecado despois hũa acabar iterar fornicaçao obrar cometer	libello responder respuesta distinción príncipe número 48 indiano príncipe número 48 seguir ponderar testar aptar	-0.0385714	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
pôr iterar per obrar acabar multiplicar posto ourãdo obrar exterior muytas vezar voluntade interior renovar polo contrairo render vontade obrar exterior multiplicar delicto acabar compridamente provar aly ubi suprir	inferir iterar multiplicar pecado exteriod voluntad interior interrompa renovar contrario durar mesmo voluntad obra exterior multiplicar delito acabar largamente probar g distinción príncipe número 48 inferir pecado acto interior exterior caminar pecado enterrompidos paso andar aparejar caballo lanza arma deseo enterrompidos diverso hablar comer dormir renovar matar diez legua	1.07105	sentences-lemmatized_1552
donde inferir soer hum pecado todolos auto exterior interior sam pera hum soer pecado posto interpolar quaes sam passo p pdf aparelhar cavalo lançar armar con defejtos interpolar renovandos diverso vezar falar comer dormir vay matar daqui legoas	ca considerandos diverso cosa considerandos amino pecado contos acabar	0.2	sentences-lemmatized_1552
posto considerar pecado con elles acabar fazen hũ tãben pedrar colũnas trave barrote hũa casar sam muytas cousa hũa dellas si pôr ellas considerar casar hũa eum qui viue	piedra colunas viga material unir casa cosa unir considerar casa unir h eum ~~~ ff usucapio	0.015067	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
	desto inferemos razón unir obligado confesar platicar beso acto preámbulo immediatos della do immediatas obligado confesar do razón unir do copular caminar preámbulo ordenar platicar beso abrazar a la preceder	-0.3	sentences-lemmatized_1552
pôr ociosamente corollario parir cousa ouue intervalo mudança propósito pera acabar pecado arrepender delle respeyto despois querer acabar sertão peccados distinctos	quotidiano ~~~ empero ociosamente caminar interrompimiento 37 pdf proponer acabar pecado arrepentirse respectar querer acabar do pecado distinctos	0.487104	sentences-lemmatized_1552
disto inferir rezar peccou hũa hũa obrigar confessar palavra betjios abraço auto preambulos immediatos obrar quella		-0.3	sentences-lemmatized_1552
vezar ella immediatas obrigato ferir vonfessalas hũa copular ne preambular ordenar pera		-0.3	sentences-lemmatized_1552
falir betjos abraço ella preceder si muy quotidiano	cardenal avisar quotidiano	0.798	sentences-lemmatized_1552
	causa caminar pecado pecado ordenar orto pecado malo ordenar matar hombre caminar hurta robar perjurar renegar ordenar comer beber andar hablar acabar homicidio concebir adulterar infamar sacrilegio añadir pecado continuar momentáneo cometer querer seguir nostro consejo doler confesar ocupar	-0.3	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
	desto inferir respuesta cuestión reverendo señor padre fray antonio zurara deber qioero grande virtud prudencia preguntar andar unir mujer illigitos amor alcanzar efecto pecado peca	-0.3	sentences-lemmatized_1552
	ca peca almenos interrompe renovar malo voluntad concebir meter querer meter obra exterior interrompe malo voluntad malo obra exterior	-0.3	sentences-lemmatized_1552
	andar unir noche dándole música esperar oportunidad hablarle servirle mal din voluntad obra exterior interrompieron abra pecado gravar diuturno	-0.3	sentences-lemmatized_1552
	acabar obra exterior querer entender eon negocio caminar preámbulo rotna a la mesmo malo voluntad obra exterior semejante desemejante alcanzar mal pecado tiendra confesar interrompimientos renovación allende malo voluntad absoluto meter obra exterior confesar número verisímil satisfacer a el piadosissimo señor cuyo misericordia paciencia milagroso sufruir atrever desvergonzarse continuación ofensa gravissimas ceño asperrimantamente casticar castagara castigar mesmo	-0.3	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
hũa soer palavra penitente confessar trintar peccados mortaes vezar perjurey cem vezar forniquey trintar propor matar voto confissam falto nado polos tã palavra sam tam craras distinción consideret 110 provar p 49 pdf despois caietano p tomo z distinción contritione cuestión z	xvi unir palabra penitente confesar mil pecado mortal mil blaspheme mil perjurar mil fornicar mil perpuse matar mil votar juramentar diez aconsejar perseverasse pecado mortal talc osar fornicar confesión galta palabra clara probar alibi in príncipe consideret ~~~ número 110 cardenal b caiet ~~~ tomo contrición cuestión	0.0537625	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
xvi circunstancia escãdalo duo caso confessar necessariamente cuestión consideret animadvertere nelles cousa sobredito	xvii circunstancia escándalo do caso confesar necessariamente alibi in animadvertere pena distinción	1.16764	sentences-lemmatized_1552
lho primeyro escandalo formal	enellos cosa suso	0.09375	sentences-lemmatized_1552
cousa propósito provocar pecado mortal confessar tençao genero pecado entender provocar cuestión per dicta suprir praecedenti	escándalo formal cosa animar provocar pecado mortal confesar dizo intención generar pecado a el entender provocar distinción dictar supra praecedenti	1.48266	sentences-lemmatized_1552
lho suar obrar si indifferente maa parecer daa occasião cayda mortal	obra indifferente casta malo especie mostrar ocasión pecar mortalmente	0.58	sentences-lemmatized_1552
terceyro sam diverso doctores	diverso doctor convenir peca mortalmente presencia intención atraer apecar mortalmente	0.322222	sentences-lemmatized_1552
hũ pecar mortalmente en presença tenção trazer peccar mortalmente adriano cuestión sacramento confesión cuestión columna mator r distinción cuestión silvestre verbo scandalum ~~~ cuestión senten si poren thomast sentir quãto posto gravemente pecar pecar publicar secreto porem passar pecado escandalo special caietanou	ca adriano consagrar confesión cuestión columna f in distinción 38 cuestión sylvestro g verbo scandalum cuestión sentar s thoh sec cuestión 43 artículo sentar mar gravemente peca peca publicar secretar pasa pecado escándalo especial	0.545545	sentences-lemmatized_1552
u summa verbo scandalum	mesmo caiet in suma verbo scandaum	0.771429	sentences-lemmatized_1552
parecenos hahi pareceo animadvertere	parecer k f animadvertere	0.756522	sentences-lemmatized_1552
opentão primeyros proceder pecado cometer port al pessoa presença taes provavel verisimilmente tomrão occasião peccar sancto tho ~~~ quãdo port al pessoa presença taes ally extendemos	número parecer opinión proceder pecado cometer port a el persona presencia probable verisimilmente tomar ocasión pecar s tho port a el persona extender	0.646154	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
xvii notar aquelle confessandose esqueceo circunstancia necessaria obrigar confessar pecado ja confessar confessar circunstancia abastar confessar circunstancia	xviii notar confesar olvidar circunstancia necesario obligado confesar pecado confesar bastar confesar circunstancia	0.828571	sentences-lemmatized_1552
p 50 pdf jourou hũ poer mão violento clerigo furtar despois feriar furtar confesso auta feyto taes cousa esque ceolhe aviar jurar necessario confessar peccados ja confessar outre avez confessar circunstancia juramento abastar out vezar quebrantar juramento licitos sanctos hũas obrar si circumstancia maa auta jurar y consideret distinción penitencia distinción 104 cerca seq	exemplo jurar mano violentar clérigo hurtar fornicar blasfemar hirio hurtar fornicar blasfpemo confeso cosa oluidose jurado hazerlas necesasrio conessar pecado confesar circunstancia juramentar bastar do quebrantar juramento licitos santo unir obra circunstancia malo jurado alibi in distinción consideret	0.852285	sentences-lemmatized_1552
provar largamente	número 104 probar largamente	2.12353	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
<p>	<p>	0	sentences-lemmatized_1552
